@relation Dataset_T2_40d_CFS_BIN-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute original_glrlm_RunLengthNonUniformity numeric
@attribute log_sigma_1_0_mm_3D_firstorder_Kurtosis numeric
@attribute log_sigma_1_0_mm_3D_glcm_InverseVariance numeric
@attribute log_sigma_1_0_mm_3D_glrlm_LongRunEmphasis numeric
@attribute log_sigma_1_5_mm_3D_firstorder_Kurtosis numeric
@attribute log_sigma_1_5_mm_3D_firstorder_Skewness numeric
@attribute log_sigma_1_5_mm_3D_gldm_LargeDependenceHighGrayLevelEmphasis numeric
@attribute log_sigma_1_5_mm_3D_gldm_SmallDependenceHighGrayLevelEmphasis numeric
@attribute log_sigma_2_0_mm_3D_firstorder_Maximum numeric
@attribute log_sigma_2_0_mm_3D_glcm_Imc1 numeric
@attribute log_sigma_2_0_mm_3D_glszm_HighGrayLevelZoneEmphasis numeric
@attribute log_sigma_2_5_mm_3D_glcm_Imc1 numeric
@attribute log_sigma_2_5_mm_3D_gldm_SmallDependenceHighGrayLevelEmphasis numeric
@attribute log_sigma_2_5_mm_3D_glszm_ZoneEntropy numeric
@attribute log_sigma_3_0_mm_3D_firstorder_MeanAbsoluteDeviation numeric
@attribute log_sigma_3_0_mm_3D_glcm_Correlation numeric
@attribute log_sigma_3_0_mm_3D_gldm_LargeDependenceHighGrayLevelEmphasis numeric
@attribute log_sigma_3_0_mm_3D_glrlm_RunLengthNonUniformity numeric
@attribute log_sigma_3_5_mm_3D_firstorder_RootMeanSquared numeric
@attribute log_sigma_4_0_mm_3D_glszm_HighGrayLevelZoneEmphasis numeric
@attribute log_sigma_4_5_mm_3D_glcm_Correlation numeric
@attribute log_sigma_4_5_mm_3D_glcm_Imc1 numeric
@attribute log_sigma_4_5_mm_3D_glcm_MCC numeric
@attribute log_sigma_4_5_mm_3D_glszm_HighGrayLevelZoneEmphasis numeric
@attribute log_sigma_4_5_mm_3D_glszm_SmallAreaLowGrayLevelEmphasis numeric
@attribute log_sigma_4_5_mm_3D_glszm_ZoneEntropy numeric
@attribute log_sigma_5_0_mm_3D_firstorder_Variance numeric
@attribute log_sigma_5_0_mm_3D_glszm_SizeZoneNonUniformityNormalized numeric
@attribute log_sigma_5_0_mm_3D_ngtdm_Busyness numeric
@attribute wavelet_LLH_firstorder_Median numeric
@attribute wavelet_LLH_glcm_ClusterShade numeric
@attribute wavelet_LLH_glcm_Correlation numeric
@attribute wavelet_LLH_glcm_MaximumProbability numeric
@attribute wavelet_LLH_gldm_DependenceEntropy numeric
@attribute wavelet_LLH_gldm_LargeDependenceLowGrayLevelEmphasis numeric
@attribute wavelet_LLH_glrlm_GrayLevelNonUniformityNormalized numeric
@attribute wavelet_LLH_glrlm_ShortRunLowGrayLevelEmphasis numeric
@attribute wavelet_LLH_glszm_SmallAreaHighGrayLevelEmphasis numeric
@attribute wavelet_LHH_glrlm_LongRunHighGrayLevelEmphasis numeric
@attribute wavelet_HLL_firstorder_Median numeric
@attribute label {0,1}

@data
0.008221,0.085186,0.821539,0.277488,0.098439,0.176788,0.132753,0.065117,0.03841,0.654644,0.270154,0.595954,0.045785,0.552708,0.077911,0.520066,0.130475,0.449446,0.787232,0.254686,0.850605,0.242761,0.850605,0.280035,0.178534,0.516481,0.013179,0.192935,0.001366,0.979116,0.669411,0.094542,0.213187,0.061501,0.578807,0.98887,0.9578,0.224134,0.093541,0.782165,1
0.004696,0.096,0.624768,0.268284,0.150615,0.221618,0.133891,0.124989,0.04993,0.590751,0.22552,0.561073,0.09935,0.553826,0.080423,0.440154,0.088523,0.362339,0.754076,0.287027,0.752739,0.380053,0.752739,0.260539,0.099103,0.498661,0.018633,0.413043,0.001116,0.909986,0.743541,0.163077,0.386061,0.179855,0.652393,0.9911,0.92637,0.308957,0.096452,0.755564,1
0.008112,0.189033,0.441439,0.528763,0.166452,0.382039,0.143742,0.115081,0.06763,0.280209,0.264151,0.270898,0.060926,0.408258,0.108118,0.724698,0.187055,0.233621,0.813766,0.195149,0.88011,0.219272,0.88011,0.202051,0.01037,0.498661,0.012685,1,0.00249,0.95787,0.7047,0.196093,0.311234,0.257632,0.632179,0.989238,0.929755,0,0.069873,0.687663,0
0.010692,0.446356,0.238007,0.83454,0.236703,0.522728,0.167177,0.111081,0.064099,0.052476,0.260457,0.114075,0.033933,0.609919,0.112155,0.79447,0.171101,0.212663,0.768824,0.145535,0.869781,0.220708,0.869781,0.168629,0.109176,0.56863,0.014777,0.217391,0.001168,0.938908,0.729907,0.149218,0.352066,0.344087,0.653606,0.989431,0.956443,0.208676,0.084233,0.714302,0
0.010781,0.160399,0.333665,0.898882,0.201797,0.36364,0.12751,0.074082,0.088108,0.337273,0.274824,0.403746,0.102182,0.439241,0.093922,0.510795,0.092569,0.279249,0.730244,0.271478,0.826475,0.247886,0.826475,0.260539,0.24125,0.478869,0.014877,0.107826,0.000721,0.923519,0.751083,0.160919,0.405648,0.232788,0.678237,0.989631,0.918285,0.208676,0.081762,0.715362,0
0.006692,0.087697,0.391684,0.6929,0,0.242339,0.102514,0.102821,0.048593,0.491173,0.236707,0.574887,0.135414,0.299049,0.083463,0.300984,0.066469,0.392705,0.723277,0.304713,0.677636,0.435453,0.677636,0.292033,0.204253,0.568641,0.012077,0.119565,0.000396,0.913398,0.758546,0.230588,0.433764,0.224661,0.695247,0.990436,0.87677,0.035508,0.092657,0.697016,0
0.00845,0.223867,0,1,0.053539,0.277722,0.114216,0.147888,0.060434,0.319548,0.25122,0.442975,0.13155,0.389117,0.116693,0.307828,0.06014,0.376972,0.645635,0.310915,0.469831,0.631652,0.469831,0.293961,0.136944,0.624592,0.01762,0.161491,0.000284,0.870539,0.838859,0.350837,0.627452,0.341979,0.799259,0.990938,0.847064,0.372854,0.109951,0.656908,0
0.002438,0.316282,0.612514,0.326893,0.305723,0.575925,0.144151,0.153706,0.059891,0.49984,0.269206,0.348163,0.135516,0.510932,0.081767,0.68673,0.187661,0.211398,0.852827,0.175854,0.794876,0.370974,0.794876,0.202051,0.000008,0.184041,0.013566,0.608696,0.004098,0.914692,0.760202,0.152998,0.425535,0.164307,0.663847,0.990743,0.910799,0.347793,0.100916,0.75872,0
0.010106,0.222293,0.579558,0.368783,0.222559,0.502505,0.140351,0.145999,0.072011,0.449298,0.265652,0.303433,0.124785,0.523407,0.089784,0.769554,0.209691,0.288189,0.833052,0.297133,0.845219,0.285942,0.845219,0.10307,0.467096,0.752806,0.011153,0.217391,0.017221,0.941382,0.738834,0.079487,0.361,0.115397,0.637529,0.988831,0.931237,0.186649,0.109081,0.727701,0
0.009475,0.267946,0.479032,0.521223,0.223003,0.477569,0.15485,0.104499,0.066334,0.478379,0.241181,0.307936,0.081552,0.452063,0.082678,0.809938,0.194382,0.270924,0.808419,0.171523,0.912315,0.147984,0.912315,0.260539,0.105685,0.760844,0.012702,0.155947,0.00116,0.943574,0.733421,0.034707,0.339997,0.107958,0.623861,0.989101,0.948762,0.060284,0.099989,0.746692,0
0.006779,0.214821,0.478817,0.575873,0.213084,0.525153,0.141357,0.075027,0.081782,0.280827,0.224599,0.251584,0.044636,0.594573,0.089646,0.697845,0.163224,0.315128,0.781867,0.206174,0.874923,0.191629,0.874923,0.231295,0.176372,0.655971,0.0138,0.144928,0.000696,0.914364,0.772104,0.100045,0.443114,0.194047,0.680558,0.990366,0.923708,0.342271,0.091325,0.732869,0
0.002867,0.209798,0.443207,0.491152,0.23112,0.508808,0.115084,0.150491,0.088825,0.434194,0.274824,0.443763,0.085187,0.51288,0.097825,0.524942,0.128247,0.32006,0.767595,0.259234,0.770363,0.348525,0.770363,0.260539,0.134967,0.688615,0.01412,0.202899,0.00075,0.902669,0.76984,0.146241,0.447929,0.149483,0.682931,0.989439,0.887986,0.417352,0.086893,0.712418,0
0.004257,0.340207,0.947658,0.027876,0.359029,0.666009,0.184094,0.088418,0.077354,0.203417,0.258148,0.061752,0.021117,0.399153,0.074616,0.95206,0.298116,0.125581,0.882137,0.23043,0.876132,0.25619,0.876132,0.248842,0.171245,0.580926,0.006519,0.25732,0.001888,0.947286,0.703742,0.07845,0.272269,0.188083,0.588877,0.991826,1,0.058937,0.083378,0.746505,0
0.005858,0.418483,0.655154,0.367695,0.341243,0.650127,0.184873,0.046701,0.079017,0.277471,0.273756,0.107161,0.029651,0.569102,0.083679,1,0.270901,0.162308,0.84975,0.246601,0.938391,0.134864,0.938391,0.241043,0.1712,0.54287,0.010375,0.295652,0.003093,0.940824,0.715536,0.079456,0.299176,0.179731,0.609343,0.991418,0.97976,0.05708,0.100913,0.755151,0
0.0093,0.356021,0.799264,0.240495,0.385206,0.223409,0.171025,0.042548,0.069344,0.345228,0.253859,0.221177,0.02634,0.539096,0.082059,0.852456,0.225489,0.275966,0.819351,0.195149,0.924063,0.147404,0.924063,0.248842,0.012065,0.415905,0.012529,0.608696,0.017121,0.941683,0.712818,0.109917,0.308418,0.118851,0.625076,0.989264,0.939943,0.208676,0.088928,0.741871,0
0.013601,0.207911,0.756987,0.34797,0.25268,0.292801,0.13201,0.037757,0.074747,0.42146,0.259348,0.3091,0.026585,0.267338,0.082606,0.703111,0.148149,0.296482,0.77672,0.275476,0.740467,0.409323,0.740467,0.287125,0.202352,0.544972,0.01066,0.339674,0.001194,0.953699,0.697197,0.127989,0.27938,0.138717,0.621422,0.988759,0.929591,0.074389,0.115307,0.74962,0
0.005842,0.13049,0.702297,0.280104,0.198906,0,0.172576,0.136831,0.050473,0.400876,0.230067,0.316706,0.149169,0.465038,0.121584,0.643528,0.157257,0.349842,0.735254,0.236494,0.797245,0.314723,0.797245,0.280035,0.153025,0.446566,0.018619,0.316522,0.000809,0.92992,0.723342,0.240865,0.362412,0.242714,0.668377,0.98921,0.895254,0.180323,0.127395,0.778864,0
0.004824,0.259497,0.617419,0.159334,0.125899,0.455757,0.187924,0.065854,0.077299,0.121417,0.180103,0.175106,0.079214,0.255859,0.123922,0.756036,0.233112,0.167132,0.84127,0.145535,0.760526,0.439524,0.760526,0.143562,0.708333,0.288914,0.014468,1,0.003084,0.913645,0.761455,0.183566,0.423524,0.230452,0.660123,0.993698,0.92487,0.296574,0.090856,0.732355,0
0.00655,0.249397,0.300681,0.562936,0.170079,0.563229,0.152541,0.143492,0.088917,0.12018,0.234801,0.090684,0.057284,0.567179,0.142909,0.839475,0.21724,0.160172,0.805691,0.246601,0.798959,0.355668,0.798959,0.295632,0.156529,0.578971,0.013046,0.086957,0.001804,0.902357,0.757431,0.162773,0.417758,0.27139,0.663855,0.990187,0.924846,0.002782,0.124599,0.707425,0
0.006976,0.260665,0.506763,0.391987,0.177465,0.395422,0.145157,0.063904,0.080713,0.305114,0.241181,0.258517,0.060824,0.413802,0.114398,0.726148,0.194509,0.242449,0.80242,0.236494,0.798621,0.347097,0.798621,0.260539,0.010141,0.498661,0.011769,0.192935,0.001533,0.928371,0.722834,0.097177,0.327578,0.144978,0.618548,0.989405,0.943603,0.029328,0.096346,0.700212,0
0.005765,0.43615,0.44725,0.323421,0.245802,0.724521,0.207634,0.084912,0.117774,0.19877,0.085549,0.1331,0.077402,0.521489,0.168369,0.832718,0.354574,0.190993,0.935867,0.084895,0.798296,0.383346,0.798296,0.05583,0.625,0.31462,0.023464,0.608696,0.00044,0.909934,0.738094,0.166317,0.371617,0.292322,0.645211,0.990242,0.935069,0.252473,0.084618,0.693734,0
0.004846,0.53164,0.527035,0.290616,0.299718,0.746361,0.194611,0.077374,0.149826,0.311203,0.157181,0.197611,0.059784,0.326534,0.153443,0.824585,0.305713,0.180547,0.92142,0.054576,0.82017,0.351318,0.82017,0.05583,0.500001,0.31462,0.022549,0.413043,0.000685,0.899756,0.739182,0.154649,0.373549,0.258326,0.643848,0.990225,0.936727,0.078833,0.096585,0.699495,0
0.003518,0.101607,0.618659,0.300374,0.24572,0.456851,0.122499,0.143124,0.112935,0.696568,0.260457,0.526036,0.113397,0.380078,0.123788,0.692593,0.17278,0.234691,0.820208,0.100055,0.924728,0.156387,0.924728,0.114318,0.498078,0.583742,0.024106,0.608696,0.003801,0.935579,0.710024,0.130204,0.308597,0.181291,0.616887,0.988732,0.93546,0.231862,0.086182,0.706257,0
0.003874,0.168836,0.580153,0.434165,0.113011,0.203666,0.108442,0.06222,0.074518,0.567662,0.262436,0.493819,0.050373,0.521106,0.108425,0.59996,0.104711,0.172517,0.735601,0.246601,0.841243,0.237188,0.841243,0.265038,0.15388,0.619461,0.01848,0.194754,0.000415,0.943683,0.701615,0.162553,0.297201,0.187405,0.62218,0.988764,0.933498,0.208676,0.101618,0.694193,0
0.002239,0.112512,0.35512,0.460697,0.107779,0.093403,0.105703,0.065925,0.053924,0.251965,0.273756,0.223084,0.062573,0.34672,0.139175,0.607682,0.084094,0.029617,0.654407,0.299466,0.768245,0.295219,0.768245,0.283935,0.123352,0.667601,0.024928,0.202899,0.000221,0.915726,0.721683,0.14922,0.335124,0.231742,0.627154,0.98935,0.92838,0.227225,0.091751,0.635776,0
0.016246,0.20696,0.606744,0.340849,0.225788,0.290084,0.122428,0.045519,0.105531,0.117049,0.276158,0.051095,0.02682,0.431138,0.140582,0.832175,0.144043,0.207058,0.703528,0.310128,0.743668,0.381724,0.743668,0.299532,0.104041,0.747991,0.026538,0.137908,0.00056,0.927246,0.718283,0.15672,0.331035,0.209373,0.640291,0.988953,0.919595,0.045142,0.118238,0.656377,0
0.010217,0.191882,0.631221,0.317053,0.212158,0.215913,0.135811,0,0.078523,0.267238,0.241181,0.164839,0.018552,0.552381,0.116587,0.820787,0.138415,0.235844,0.715916,0.284649,0.74653,0.375027,0.74653,0.295632,0.214459,0.589253,0.019884,0.137533,0.000607,0.939607,0.712693,0.144175,0.317879,0.174255,0.635968,0.988818,0.905865,0.341228,0.119398,0.696772,0
0.010809,0.278886,0.683767,0.364522,0.237241,0.102369,0.11207,0.045809,0.057783,0.429697,0.277249,0.311631,0.024498,0.613335,0.098249,0.669508,0.107575,0.272024,0.707238,0.308304,0.73558,0.338294,0.73558,0.295632,0.052479,0.830667,0.014999,0.057971,0.000322,0.95224,0.700619,0.165447,0.298171,0.123163,0.633817,0.988749,0.901394,0.08463,0.11075,0.696221,0
0.009694,0.186854,0.501209,0.418676,0.173176,0.172993,0.103869,0.077972,0.065303,0.169374,0.260457,0.149135,0.040045,0.632862,0.104183,0.689464,0.086796,0.165347,0.666753,0.313459,0.664562,0.366605,0.664562,0.300558,0.126802,0.744419,0.013035,0.131304,0.000179,0.920431,0.735496,0.163158,0.370302,0.189643,0.655235,0.989474,0.914664,0.208687,0.101108,0.678168,0
0.009754,0.338992,0.430636,0.389522,0.287116,0.286348,0.116569,0.105277,0.080283,0.309902,0.263323,0.254562,0.108944,0.41565,0.116589,0.687811,0.139849,0.307406,0.754273,0.303197,0.793372,0.339186,0.793372,0.275161,0.072483,0.62924,0.021113,0.217391,0.001651,0.900813,0.772983,0.203139,0.460633,0.222794,0.696282,0.989579,0.89591,0.305408,0.133486,0.710944,0
0.009505,0.403041,0.593519,0.292128,0.337544,0.625516,0.134157,0.091978,0.066874,0.269892,0.241181,0.233098,0.089625,0.27372,0.090537,0.800639,0.227874,0.306363,0.843654,0.187516,0.760017,0.427855,0.760017,0.187429,0.5625,0.31462,0.010999,0.295652,0.008054,0.928098,0.757642,0.126765,0.410627,0.201455,0.663815,0.989352,0.916379,0.023187,0.101719,0.707634,0
0.005396,0.208668,0.699602,0.245803,0.152055,0.338127,0.141131,0.0334,0.05334,0.254682,0.271792,0.172422,0.036317,0.521489,0.068391,0.823872,0.204959,0.274204,0.837595,0.109151,0.821928,0.332596,0.821928,0.218762,0.17885,0.478738,0.009322,0.608696,0.055347,0.954978,0.717809,0,0.293537,0.08493,0.594006,0.989513,0.983566,0.052169,0.098161,0.758954,0
0.012105,0.252482,0.627175,0.337509,0.238603,0.452797,0.117354,0.063116,0.063964,0.538077,0.264926,0.401534,0.082253,0.550684,0.053842,0.633846,0.138729,0.462167,0.821619,0.287027,0.730551,0.449714,0.730551,0.085074,0.666667,0.184041,0.009249,1,0.004223,0.948414,0.728959,0.08913,0.341131,0.155648,0.637293,0.989117,0.942812,0.227225,0.091615,0.724618,0
0.01123,0.269689,0.555339,0.466072,0.285018,0.107293,0.109777,0.044922,0.051021,0.411615,0.270154,0.337751,0.020361,0.509826,0.061538,0.663561,0.105919,0.249984,0.775238,0.30724,0.811071,0.286606,0.811071,0.295632,0.082934,0.746768,0.011014,0.201183,0.000826,0.954641,0.721984,0.058749,0.319523,0.127911,0.627379,0.988915,0.95133,0.054777,0.088636,0.69566,0
0.005705,0.267249,0.60255,0.352103,0.210332,0.193374,0.129271,0.164507,0.030007,0.232716,0.270594,0.280396,0.088036,0.508302,0.062681,0.590285,0.105407,0.36336,0.767086,0.287027,0.742353,0.374961,0.742353,0.287125,0.190195,0.487768,0.010403,0.152174,0.000769,0.94731,0.735789,0.084077,0.354391,0.085588,0.636059,0.990918,0.937484,0.243455,0.078797,0.719292,0
0.084921,0.174941,0.54155,0.229244,0.182034,0.47179,0.12772,0.058685,0.133022,0.294002,0.22552,0.327982,0.087195,0.671742,0.194784,0.62356,0.15185,0.143349,0.721133,0.254686,0.748251,0.391489,0.748251,0.231295,0.00016,0.31462,0.047209,0.413043,0.000702,0.827108,0.780111,0.279432,0.486708,0.304737,0.704003,0.991831,0.890264,0.262898,0.092982,0.56288,1
0.125802,0.397682,0.267873,0.459225,0.317447,0.346607,0.111527,0.052265,0.150861,0.430319,0.216123,0.429209,0.05158,0.380425,0.21416,0.620169,0.132314,0.085613,0.67425,0.275476,0.855737,0.229967,0.855737,0.260539,0.028079,0.393787,0.059169,0.161491,0.000699,0.869229,0.760116,0.328972,0.457389,0.45248,0.713503,0.989429,0.885641,0.30915,0.096114,0.520242,1
0.102401,0.115921,0.52608,0.29966,0.077422,0.315376,0.133462,0.061012,0.114063,0.663023,0.208119,0.632515,0.123992,0.318698,0.14145,0.338152,0.091572,0.465379,0.71529,0.291069,0.770599,0.332185,0.770599,0.283935,0.095853,0.580926,0.033234,0.217391,0.000712,0.894261,0.746929,0.276048,0.415732,0.319227,0.68723,0.989488,0.908996,0.278235,0.090565,0.697397,1
0.113714,0,0.485054,0.382498,0.026844,0.346484,0.109996,0.16398,0.078033,0.516636,0.232748,0.610282,0.1775,0.306325,0.171087,0.310712,0.084772,0.346939,0.665747,0.266814,0.713237,0.423714,0.713237,0.260539,0.125257,0.393787,0.04307,0.608696,0.000849,0.831944,0.786751,0.295501,0.509929,0.273864,0.727414,0.98976,0.865213,0.335585,0.1004,0.571523,1
0.007727,0.32203,0.739193,0.080846,0.499133,0.649544,0.092918,0.087431,0.068976,0.721413,0.243139,0.530898,0.074682,0.380957,0.053471,0.588074,0.138279,0.233053,0.847388,0.236494,0.896791,0.185234,0.896791,0.143562,0.329473,0.62924,0.006777,0.339674,0.002207,0.929463,0.742109,0.182315,0.376539,0.142757,0.637796,1,0.962569,0.202541,0.076831,0.744845,1
0.006838,0.160752,0.75314,0.215596,0.290007,0.448401,0.068851,0.104376,0.089743,0.72818,0.269206,0.463803,0.044624,0.346608,0.082592,0.72986,0.125286,0.168382,0.799467,0.275476,0.986521,0.015139,0.986521,0.168629,0.362042,0.56863,0.020808,0.161491,0.00207,0.911119,0.759103,0.178742,0.420651,0.20906,0.670594,0.992583,0.910211,0.161012,0.10671,0.707507,1
0.007633,0.092339,0.572401,0.390924,0.177159,0.430283,0.101677,0.103957,0.068638,0.644091,0.274824,0.477589,0.103526,0.511483,0.086947,0.67076,0.132282,0.340625,0.799503,0.304713,0.94967,0.087126,0.94967,0.260539,0.071622,0.708407,0.019508,0.078333,0.00267,0.94994,0.706325,0.158,0.310274,0.141794,0.632294,0.988898,0.906302,0.260845,0.113055,0.733845,1
0.007008,0.175965,0.614341,0.336405,0.19617,0.264255,0.055468,0.094452,0.058962,0.94381,0.273756,0.755302,0.089744,0.409345,0.071818,0.359083,0.060123,0.375154,0.7591,0.306051,0.889234,0.14974,0.889234,0.297095,0.090976,0.811033,0.02007,0.034474,0.000653,0.917094,0.751105,0.165396,0.405069,0.183001,0.668723,0.989664,0.896553,0.324864,0.1116,0.682969,1
0.004926,0.214916,0.610892,0.267502,0.384017,0.057529,0.06521,0.126029,0.038918,0.86555,0.271012,0.87642,0.098101,0.576413,0.065571,0.078335,0.026191,0.417538,0.750665,0.281974,0.743137,0.378455,0.743137,0.268895,0.160727,0.478738,0.014726,0.295652,0.00097,0.902495,0.765295,0.221213,0.450671,0.229147,0.690496,0.990185,0.886945,0.294658,0.089978,0.670504,1
0.013515,0.204773,0.466243,0.130093,0.183503,0.512936,0.054332,0.334802,0.109588,0.635053,0.243139,0.535361,0.272534,0.441989,0.153578,0.509511,0.079771,0.137556,0.778936,0.275476,0.698978,0.473778,0.698978,0.260539,0.092622,0.498661,0.044673,0.295652,0.019506,0.826135,0.780765,0.200894,0.486988,0.238601,0.649862,0.990138,0.937479,0.208676,0.091723,0.671378,1
0.003888,0.152008,0.651456,0.289324,0.148286,0.305381,0.1011,0.116601,0.082264,0.625795,0.248142,0.508222,0.111739,0.208077,0.115512,0.565715,0.167479,0.242794,0.835038,0.109151,0.845804,0.288549,0.845804,0.202051,0.00001,0.184041,0.024319,0.413043,0.044083,0.943934,0.702274,0.109831,0.281824,0.139094,0.595587,0.989003,0.947397,0.033123,0.115851,0.683634,1
0.03178,0.147178,0.478627,0.327281,0.254071,0.411711,0.096548,0.129185,0.100103,0.636851,0.268153,0.493189,0.065655,0.41156,0.128742,0.597457,0.107284,0.159685,0.760434,0.275476,0.816191,0.311176,0.816191,0.248842,0.112234,0.667601,0.032045,0.347826,0.00116,0.95455,0.690676,0.139296,0.27395,0.237924,0.597733,0.989066,0.948475,0.27161,0.080364,0.611676,1
0.008599,0.162116,0.056726,0.590382,0.140712,0.529341,0,0.280004,0.061002,1,0.273756,1,0.24875,0.331896,0.134522,0.089925,0.012222,0.335256,0.663397,0.181918,0.656613,0.485908,0.656613,0.108469,0.060445,0.415905,0.034823,0.347826,0.000659,0.935647,1,0.845214,1,0.538384,1,0.994545,0.760797,0.537636,0,0.324075,1
0.014448,0.23318,0.640319,0.287566,0.136282,0.371175,0.130206,0.169151,0.054518,0.468797,0.253859,0.337651,0.120765,0.45082,0.070585,0.732604,0.180913,0.277603,0.816202,0.304713,0.792173,0.355607,0.792173,0.293961,0.166829,0.613575,0.009518,0.413043,0.002407,0.98637,0.747401,0.825102,0.551538,0.569,0.86038,0.989299,0.761697,0.407655,0.017363,0.599407,1
0.011222,0.17961,0.569312,0.382168,0.133978,0.134461,0.127188,0.128079,0.039248,0.516721,0.268153,0.452063,0.082703,0.70808,0.069823,0.655082,0.13422,0.311282,0.786955,0.306051,0.786641,0.332547,0.786641,0.293961,0.087922,0.748412,0.007634,0.173399,0.000935,0.986399,0.750066,0.759202,0.538759,0.538291,0.841905,0.989697,0.764081,0.469634,0.013833,0.613098,1
0.009671,0.136821,0.541754,0.516005,0.120943,0.107701,0.147709,0.080631,0.025664,0.325562,0.268694,0.266066,0.060028,0.533744,0.063942,0.68861,0.125052,0.272555,0.758609,0.281974,0.715653,0.379983,0.715653,0.287125,0.160021,0.580584,0.005579,0.128696,0.000343,0.988804,0.724621,0.855057,0.524496,0.555637,0.861414,0.988986,0.739953,0.315498,0.021303,0.726105,1
0.007138,0.232224,0.724798,0.28452,0.19415,0.055649,0.113459,0.017648,0.027803,0.369403,0.260457,0.271284,0.034647,0.650343,0.064969,0.603045,0.098668,0.244147,0.742874,0.308304,0.637499,0.445812,0.637499,0.303076,0.086886,0.963203,0.005258,0.108252,0.000253,0.98553,0.750814,0.733345,0.533754,0.528465,0.834169,0.988914,0.773103,0.477854,0.016946,0.609634,1
0.026031,0.502765,0.651075,0.359281,0.439748,0.339219,0.138103,0.109395,0.06733,0.404393,0.222673,0.206592,0.060447,0.647336,0.108148,0.85064,0.161509,0.451124,0.75944,0.252177,0.921169,0.123796,0.921169,0.280035,0.109144,0.831101,0.025264,0.086957,0.001494,0.906069,0.755496,0.247697,0.427687,0.140609,0.701982,0.990684,0.858043,0.260845,0.14386,0.692264,1
0.015036,0.258959,0.48782,0.591712,0.278089,0.313792,0.102188,0.08266,0.064591,0.410448,0.275744,0.355463,0.06377,0.617684,0.090887,0.650656,0.108192,0.460755,0.724064,0.314459,0.856713,0.191996,0.856713,0.285606,0.113573,0.887508,0.021984,0.045217,0.000685,0.943298,0.738513,0.178496,0.38357,0.125442,0.677111,0.988767,0.877408,0.19282,0.110074,0.695346,1
0.011813,0.407925,0.459007,0.648628,0.357599,0.144886,0.127767,0.061199,0.064638,0.431881,0.266334,0.447379,0.051591,0.500365,0.064084,0.55423,0.091604,0.402587,0.759669,0.30724,0.813794,0.264974,0.813794,0.297095,0.066055,0.78655,0.011155,0.066087,0.000677,0.940219,0.741815,0.271928,0.406341,0.242336,0.699588,0.989606,0.871822,0.331563,0.1156,0.720333,1
0.02488,0.242217,0.660008,0.445351,0.282201,0.349754,0.118828,0.059737,0.118157,0.398263,0.249571,0.312411,0.049326,0.548965,0.154153,0.696291,0.140303,0.285012,0.722441,0.145535,0.838218,0.241497,0.838218,0.280035,0.166674,0.516481,0.027457,0.192935,0.00058,0.940845,0.688702,0.061264,0.249928,0.134467,0.594118,0.988686,0.966344,0,0.118538,0.697402,0
0.022718,0.179937,0.622553,0.548905,0.1832,0.357164,0.116372,0.05586,0.118084,0.402173,0.258959,0.311407,0.030792,0.741635,0.132051,0.638124,0.117172,0.346753,0.708823,0.254686,0.750532,0.370641,0.750532,0.260539,0.036134,0.498661,0.02554,0.295652,0.00086,0.943158,0.689708,0.091592,0.256922,0.10297,0.605392,0.988815,0.943756,0.260845,0.118177,0.664658,0
0.013114,0.255233,0.60638,0.438928,0.282427,0.060849,0.08949,0.048836,0.087849,0.678707,0.276158,0.559736,0.061995,0.649039,0.120257,0.444884,0.087455,0.515161,0.725678,0.206174,0.80049,0.320793,0.80049,0.241043,0.354939,0.612786,0.029618,0.192935,0.001754,0.929291,0.713607,0.13865,0.31777,0.101744,0.638879,0.988891,0.890654,0.208676,0.108238,0.661403,0
0.016558,0.213417,0.547926,0.48265,0.231788,0.078632,0.122513,0.114209,0.082029,0.395586,0.271792,0.429473,0.083548,0.515088,0.126992,0.419022,0.076166,0.411605,0.670005,0.30724,0.678102,0.443292,0.678102,0.300558,0.160538,0.684647,0.030024,0.142922,0.000834,0.935474,0.713011,0.119514,0.310163,0.147787,0.632346,0.989375,0.914119,0.166224,0.132853,0.665928,0
0.049795,0.221396,0.51307,0.495628,0.22985,0.158512,0.103254,0.137719,0.11473,0.58194,0.274311,0.51349,0.104792,0.34672,0.138685,0.518473,0.092672,0.467142,0.687523,0.254686,0.787441,0.328337,0.787441,0.257099,0.34302,0.647323,0.040287,0.339674,0.001432,0.924654,0.723747,0.188745,0.353541,0.081962,0.654888,0.989468,0.893518,0.213313,0.19286,0.670043,0
0.010895,0.448108,0.295571,0.629763,0.311766,0.614753,0.218814,0.073229,0.106827,0,0.250248,0.059871,0.1241,0.566981,0.155607,0.834327,0.298376,0.219519,0.874523,0.145535,0.735392,0.475552,0.735392,0.231295,0.25,0.15731,0.020209,0.608696,0.001477,0.906822,0.763922,0.41277,0.484125,0.416675,0.744943,0.989006,0.839409,0.025247,0.15986,0.697177,0
0.0081,0.150281,0.273189,0.699034,0.090507,0.3481,0.22895,0.078128,0.078484,0.019401,0.264926,0.192166,0.14877,0.38095,0.148935,0.689813,0.268789,0.434476,0.844586,0.236494,0.75113,0.45702,0.75113,0.085074,0.666667,0.184041,0.019002,1,0.00139,0.908567,0.779996,0.438426,0.516868,0.410446,0.765589,0.98954,0.819191,0.259862,0.149624,0.74325,0
