@relation Dataset_T2_40d_REL_BIN-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute wavelet_HLL_glcm_Imc1 numeric
@attribute wavelet_HLL_glcm_Imc2 numeric
@attribute original_ngtdm_Coarseness numeric
@attribute wavelet_HLL_glrlm_LongRunEmphasis numeric
@attribute wavelet_HLL_glcm_Correlation numeric
@attribute wavelet_HLL_glrlm_ShortRunEmphasis numeric
@attribute original_glszm_LowGrayLevelZoneEmphasis numeric
@attribute wavelet_HLL_glcm_InverseVariance numeric
@attribute original_glszm_SizeZoneNonUniformityNormalized numeric
@attribute wavelet_LLH_glcm_Correlation numeric
@attribute wavelet_HLL_glcm_DifferenceAverage numeric
@attribute wavelet_LLH_glcm_InverseVariance numeric
@attribute wavelet_HLL_glrlm_RunEntropy numeric
@attribute wavelet_HLL_glrlm_RunVariance numeric
@attribute wavelet_LLH_glrlm_RunEntropy numeric
@attribute wavelet_LLH_glcm_Imc2 numeric
@attribute wavelet_HLL_glcm_Contrast numeric
@attribute wavelet_LLH_glcm_MCC numeric
@attribute wavelet_HLL_glcm_MCC numeric
@attribute wavelet_HLL_gldm_LargeDependenceEmphasis numeric
@attribute wavelet_HLL_glrlm_RunPercentage numeric
@attribute wavelet_HLL_glrlm_RunLengthNonUniformityNormalized numeric
@attribute wavelet_HLL_glcm_ClusterTendency numeric
@attribute log_sigma_2_0_mm_3D_firstorder_Skewness numeric
@attribute wavelet_LLH_gldm_LargeDependenceEmphasis numeric
@attribute wavelet_LLH_gldm_DependenceNonUniformityNormalized numeric
@attribute log_sigma_2_5_mm_3D_firstorder_Skewness numeric
@attribute wavelet_LLH_glrlm_RunPercentage numeric
@attribute wavelet_LLH_gldm_DependenceVariance numeric
@attribute wavelet_LLL_glrlm_ShortRunLowGrayLevelEmphasis numeric
@attribute wavelet_LLH_glrlm_RunLengthNonUniformityNormalized numeric
@attribute wavelet_HLL_gldm_SmallDependenceEmphasis numeric
@attribute wavelet_HHL_glrlm_LongRunEmphasis numeric
@attribute log_sigma_2_0_mm_3D_glcm_Imc1 numeric
@attribute wavelet_HLL_glcm_DifferenceEntropy numeric
@attribute log_sigma_1_5_mm_3D_firstorder_Skewness numeric
@attribute original_glcm_Correlation numeric
@attribute wavelet_HHL_glrlm_LongRunHighGrayLevelEmphasis numeric
@attribute wavelet_HLL_firstorder_RobustMeanAbsoluteDeviation numeric
@attribute original_glcm_MCC numeric
@attribute label {0,1}

@data
0.874493,0.097279,0,0.152576,0.027643,0.889504,0.155076,0.974612,0.022523,0.852075,0.975468,0.144259,0.08933,0.121103,0.8691,0.8541,0.976445,0.83521,0.133556,0.064633,0.912099,0.906927,0.02733,0.192301,0.898472,0.16639,0.288473,0.066178,0.688226,0.290978,0.049372,0.652862,1,0.320475,0.717946,0.015719,0.314855,1,0.691985,0.314767,1
0.925108,0.043012,0,0.086938,0.023451,0.957169,0.262368,0.975352,0.152152,0.743738,0.974954,0.259363,0.057286,0.089476,0.710471,0.744805,0.974501,0.71452,0.031726,0.054026,0.929257,0.954772,0.017886,0.358941,0.776213,0.153403,0.506271,0.183099,0.690418,0.32822,0.156925,0.791052,0.850686,0.465229,0.746015,0.176962,0.142852,0.893043,0.629508,0.143384,1
0.736346,0.526371,1,0.273259,0.55735,0.468895,1,0.456204,1,0.239543,0.45593,0.759184,0.553966,0.262885,0.258093,0.157774,0.455618,0.152839,0.426805,0.564846,0.40362,0.364956,0.435402,0.3857,0.351225,0.695781,0.409417,0.548085,0.178645,0.663763,0.493343,0.29641,0.188282,0.576803,0.597254,0.296236,1,0.196777,0.071601,1,1
0.702152,0.556282,1,0.348658,0.583803,0.485197,1,0.426468,1,0.233731,0.426212,0.766456,0.584225,0.372797,0.269344,0.148971,0.42592,0.146365,0.453876,0.599149,0.378419,0.356539,0.449572,0.388189,0.350454,0.555993,0.374921,0.557308,0.241013,0.667151,0.50294,0.364767,0.156025,0.587644,0.567575,0.298618,1,0.196659,0.066478,1,1
0.72623,0.539898,1,0.262437,0.568679,0.522027,1,0.442232,1,0.27394,0.441967,0.715899,0.548011,0.262967,0.264214,0.205998,0.441664,0.191158,0.438398,0.569735,0.408869,0.382483,0.439631,0.156007,0.375631,0.54826,0.136369,0.535331,0.276522,0.605156,0.492371,0.473558,0.133077,0.598066,0.587007,0.162063,1,0.143384,0.072404,1,1
0.877456,0.095315,0,0.110129,0.040099,0.912141,0.147625,0.96313,0.075891,0.881658,0.970954,0.130419,0.092279,0.095604,0.857253,0.884287,0.979884,0.868165,0.13509,0.063369,0.920138,0.927146,0.053068,0.315465,0.88116,0.168024,0.352905,0.08046,0.671172,0.202738,0.066436,0.732532,0.870974,0.248755,0.763108,0.239289,0.2929,0.897442,0.783476,0.292809,1
0.873211,0.077058,0,0.132262,0.05503,0.885372,0.208016,0.951181,0.039754,0.914861,0.960387,0.093628,0.117635,0.10974,0.929373,0.917111,0.970895,0.905154,0.181338,0.084855,0.895145,0.896623,0.070694,0.390157,0.937351,0.188398,0.390151,0.029694,0.687695,0.21078,0.02185,0.672885,0.808403,0.447323,0.767523,0.370416,0.522364,0.807648,0.774299,0.522302,1
0.898461,0.034025,0,0.143771,0.064043,0.877449,0.161429,0.936672,0.033715,0.940316,0.936405,0.069677,0.116082,0.11253,0.950476,0.944597,0.936101,0.933511,0.026562,0.103935,0.875954,0.879186,0.050512,0.36407,0.961088,0.15608,0.388839,0.00975,0.705898,0.079382,0,0.697792,0.972388,0.577959,0.726282,0.275335,0.513342,0.999479,0.788594,0.513279,1
0.891998,0.038432,0,0.130062,0.060368,0.911341,0.145364,0.927727,0.13415,0.885352,0.927171,0.119418,0.090761,0.122617,0.835465,0.88864,0.926535,0.87228,0.032108,0.092181,0.891695,0.898217,0.033777,0.365188,0.871962,0.190807,0.447183,0.085928,0.644238,0.211496,0.065731,0.816892,0.781825,0.446016,0.716785,0.214345,0.473254,0.808247,0.79122,0.473186,1
0.917165,0.068371,0.000001,0.037028,0.034062,0.932052,0.557421,0.970658,0.454955,0.928403,0.970076,0.076459,0.037526,0.02712,0.874141,0.929008,0.969411,0.92024,0.052795,0.04226,0.940228,0.951438,0.031561,0.518137,0.910103,0.152262,0.546009,0.060734,0.73437,0.765515,0.033961,0.713544,0.718817,0.553466,0.738912,0.407848,0.000037,0.710095,0.632426,0.000058,0
0.892486,0.08103,1,0.083426,0.031805,0.908287,1,0.970082,1,0.843282,0.9695,0.159821,0.059283,0.059521,0.806786,0.843911,0.968836,0.825413,0.0653,0.054678,0.927267,0.923456,0.026662,0.478376,0.853973,0.152175,0.543658,0.109268,0.696634,0.936244,0.082874,0.683053,0.761578,0.675541,0.719555,0.310631,1,0.717841,0.625704,1,0
0.890643,0.052475,1,0.119737,0.054002,0.89411,1,0.949146,1,0.849935,0.948577,0.146364,0.081708,0.115906,0.819195,0.849913,0.947927,0.832825,0.04295,0.073616,0.906035,0.898145,0.044739,0.386269,0.867493,0.161985,0.407235,0.097786,0.707897,0.792708,0.077142,0.675831,0.693923,0.381613,0.718111,0.258537,1,0.686498,0.606235,1,0
0.893905,0.083387,0.000001,0.099136,0.017744,0.945262,0.557421,0.97754,0.454955,1,0.976954,0,0.043966,0.093385,0.942582,1,0.976284,1,0.067454,0.043014,0.945349,0.947349,0.009144,0.557515,1,0.083884,0.6221,0,0.93025,0.273063,0.019287,0.845785,0.974159,0.333395,0.720044,0.375631,0.038487,0.958812,0.618358,0.038518,1
0.886494,0.084227,0,0.119467,0.042289,0.894515,0.409894,0.964289,0.273273,0.876897,0.964706,0.124279,0.092153,0.091199,0.862666,0.876998,0.965182,0.862862,0.082126,0.069332,0.909514,0.900828,0.042581,0.634849,0.904732,0.160436,0.621784,0.062767,0.709026,0.312322,0.041825,0.752263,0.876552,0.436594,0.72533,0.623076,0.242538,0.884271,0.588508,0.24244,1
0.902255,0.072024,0,0.096035,0.022788,0.918138,0.188605,0.979428,0.061311,0.915122,0.978841,0.089651,0.065614,0.077686,0.902053,0.916179,0.97817,0.905445,0.057307,0.054833,0.92508,0.929989,0.020201,0.306568,0.925846,0.205958,0.420496,0.037005,0.658664,0.277553,0.013954,0.717862,0.813153,0.501106,0.727104,0.117944,0.309156,0.838503,0.673096,0.309067,1
0.889643,0.107001,0,0.093902,0,0.903494,0.225487,0.999262,0.080236,0.824176,0.998662,0.186398,0.03608,0.060709,0.794954,0.824752,0.997978,0.804129,0.086399,0.030571,0.945996,0.953359,0,0.376286,0.839022,0.195469,0.569621,0.116599,0.639385,0.283824,0.089972,0.669918,0.82738,0.527361,0.717464,0.157991,0.388511,0.830648,0.783931,0.388432,1
0.162426,0.915389,0,0.742989,0.91631,0.114684,0.047963,0.087996,0.047719,0.376725,0.087943,1,0.847955,0.620165,0.731258,0.700038,0.087883,0.742512,0.794139,0.867569,0.121785,0.109103,0.673904,0.757622,0,0.332827,0.826655,1,0.55751,0.024223,1,0,0.729228,0.624471,0.13522,0.622855,0.572164,0.79184,0.764957,0.602044,1
0.207952,0.891424,0,0.729907,0.893097,0.145768,0.020062,0.109019,0.035135,0.450129,0.108954,0.915074,0.845261,0.613035,0.829603,0.761572,0.108879,0.879914,0.770385,0.868466,0.126333,0.111962,0.653441,0.760731,0.092295,0.2738,0.773408,0.896478,0.600398,0.001616,0.884921,0.083641,0.862391,0.655682,0.168549,0.607696,0.668797,0.938052,0.722475,0.679284,1
0.157081,0.924794,0,0.816902,0.922491,0.097008,0,0.092967,0.001661,0.488231,0.092911,0.888757,0.912064,0.684957,1,0.720368,0.092848,0.877478,0.800464,0.907228,0.085674,0.080206,0.704187,0.699986,0.115601,0.342184,0.768135,0.880695,0.678,0.00799,0.902429,0.03706,0.848677,0.69043,0.145388,0.504615,0.692729,0.86937,0.706097,0.729319,1
0.239923,0.874121,0,0.735403,0.876006,0.087717,0.047509,0.128797,0.055511,0.429585,0.12872,0.927114,0.863019,0.587479,0.921476,0.677143,0.128631,0.735423,0.752895,0.866478,0.115683,0.101933,0.647465,0.62186,0.1079,0.263426,0.788873,0.878132,0.599814,0,0.868266,0.035899,0.872783,0.796915,0.197143,0.432995,0.705767,0.91763,0.777532,0.743041,1
0,1,0,1,1,0,0.039654,0,0.071498,0.495759,0,0.889024,1,0.830311,0.893482,0.765626,0,0.871678,0.879781,1,0,0,0.718658,0.509691,0.168208,0.211138,0.668229,0.816527,0.655415,0.004128,0.799755,0.060645,0.821811,0.698436,0,0.294534,0.649487,0.887898,0.799706,0.668344,1
0.536397,0.680574,0.000002,0.467232,0.697919,0.391358,0.557421,0.288004,0.454955,0.216275,0.287831,0.779201,0.646654,0.474308,0.163006,0.149611,0.287634,0.1504,0.570654,0.690388,0.299534,0.281065,0.486586,0.495037,0.294288,0.476139,0.446559,0.625953,0.301404,0.763111,0.557146,0.343358,0.213137,0.165211,0.411235,0.459574,0.307742,0.224547,0.123216,0.000011,0
0.584668,0.638758,1,0.400467,0.660578,0.362727,1,0.331076,1,0.134054,0.330877,0.851657,0.613638,0.37894,0.115254,0.090915,0.33065,0.092716,0.532442,0.641985,0.335011,0.28628,0.471764,0.527258,0.246234,0.506839,0.524376,0.676374,0.286044,0.910615,0.619368,0.284719,0.140547,0.382198,0.456609,0.396878,1,0.183433,0.114699,1,0
0.623893,0.608558,1,0.370111,0.632948,0.375266,1,0.364643,1,0.154079,0.364424,0.830857,0.602444,0.339817,0.173827,0.063303,0.364174,0.07373,0.504166,0.628116,0.347948,0.289012,0.463365,0.528601,0.275358,0.657086,0.57484,0.638493,0.242927,0.793703,0.580876,0.329106,0.142486,0.251637,0.49413,0.39155,1,0.164847,0.09297,1,0
0.612081,0.604564,1,0.366787,0.59843,0.530702,1,0.396848,1,0.12709,0.411068,0.842364,0.59626,0.406327,0.123748,0.132526,0.427298,0.129158,0.668641,0.59074,0.400606,0.379893,0.491252,0.46863,0.253509,0.560953,0.460085,0.663943,0.254177,0.878536,0.617356,0.549707,0.1724,0.515471,0.591123,0.365928,1,0.176566,0.103799,1,0
0.733629,0.532003,0,0.200204,0.561919,0.506157,0.336131,0.448905,0.182432,0.146403,0.448636,0.861561,0.489918,0.18944,0.118393,0.10953,0.448328,0.115072,0.431481,0.518673,0.454987,0.413622,0.43434,0.717939,0.234624,0.502243,0.686371,0.6917,0.304034,0.754651,0.637424,0.326525,0.153255,0.173374,0.592662,0.655958,0.2429,0.161695,0.0788,0.24333,0
0.586101,0.644466,1,0.395974,0.663168,0.389045,1,0.346413,1,0.165256,0.346205,0.840775,0.625675,0.380194,0.172244,0.062445,0.345968,0.070082,0.535091,0.645049,0.335284,0.288935,0.506561,0.578547,0.257856,0.692682,0.595166,0.651847,0.201296,0.860988,0.587986,0.237221,0.171072,0.49564,0.476029,0.435774,1,0.194108,0.095961,1,0
0.688161,0.571707,1,0.31284,0.596922,0.480546,1,0.412415,1,0.167768,0.412168,0.842292,0.57357,0.321994,0.195663,0.070128,0.411885,0.077128,0.4673,0.59012,0.386229,0.364198,0.457529,0.653964,0.271276,0.626795,0.698151,0.639086,0.214979,0.797405,0.560514,0.272692,0.220745,0.492588,0.555578,0.444855,1,0.260423,0.094244,1,0
0.664713,0.590254,1,0.292373,0.613286,0.423946,1,0.398941,1,0.173747,0.398702,0.833462,0.565608,0.271414,0.172285,0.107413,0.398429,0.115048,0.484047,0.585614,0.385676,0.339678,0.474553,0.493407,0.26131,0.701625,0.543024,0.64494,0.178642,0.658356,0.57763,0.273042,0.276095,0.359894,0.539973,0.316091,1,0.30594,0.11213,1,0
0.665502,0.592727,1,0.283521,0.615125,0.41791,1,0.394821,1,0.234732,0.394584,0.75665,0.566053,0.262938,0.217877,0.179592,0.394314,0.175748,0.485928,0.584515,0.383156,0.343715,0.472029,0.464765,0.324952,0.563522,0.525269,0.587276,0.260783,0.492299,0.546843,0.338885,0.248848,0.49836,0.538378,0.299209,1,0.29615,0.126758,1,0
0.87918,0.0873,0,0.043007,0.081032,0.935468,0.557421,0.923984,0.454955,0.972095,0.924903,0.045268,0.048143,0.045842,0.815991,0.976306,0.925952,0.968914,0.069914,0.050609,0.940956,0.931519,0.070567,0.644132,0.883725,0.072394,0.570782,0.104863,0.895062,0.781609,0.083444,0.874202,0.69101,0.717879,0.72097,0.674034,0.17563,0.69924,0.569047,0.176153,0
0.8637,0.078725,1,0.069925,0.094983,0.903598,1,0.912398,1,0.880921,0.911851,0.120481,0.063714,0.060322,0.751517,0.882994,0.911226,0.867344,0.066633,0.069044,0.921802,0.916424,0.080318,0.737812,0.829976,0.049254,0.715077,0.1533,0.871047,0.769777,0.145052,0.86641,0.6507,0.53332,0.698008,0.71392,1,0.633589,0.627212,1,0
0.855808,0.097829,1,0.135417,0.083586,0.887557,1,0.922714,1,0.764513,0.922161,0.249429,0.077117,0.126337,0.654268,0.764869,0.921529,0.737664,0.08271,0.076065,0.91233,0.898723,0.070725,0.735933,0.737771,0.116722,0.723318,0.226725,0.740924,0.667807,0.20146,0.814651,0.673522,0.601382,0.692046,0.576347,1,0.642656,0.647324,1,0
0.901526,0,1,0.093178,0.098483,0.927833,1,0.905966,1,0.948209,0.905423,0.052885,0.074553,0.093147,0.819244,0.949181,0.904802,0.942304,0,0.079881,0.911644,0.902466,0.080112,0.517347,0.885481,0.08905,0.517195,0.096289,0.837526,0.590514,0.072975,0.903887,0.812138,0.870143,0.726525,0.360456,1,0.85666,0.694418,1,0
0.574506,0.655993,0,0.4093,0.673794,0.303983,0.218978,0.325885,0.109823,0.128099,0.325689,0.87563,0.643092,0.352877,0.138736,0.09999,0.325466,0.103201,0.545966,0.670174,0.301863,0.268053,0.496068,0.827867,0.238199,0.710634,0.746895,0.666543,0.151935,0.187749,0.615493,0.237427,0.427351,0.211419,0.456576,0.744172,0.518459,0.465709,0.226556,0.518397,0
0.493422,0.716855,0,0.515023,0.727722,0.220507,0.155076,0.284549,0,0.276129,0.284378,0.728051,0.735815,0.439296,0.333627,0.194145,0.284183,0.193597,0.601151,0.736796,0.234762,0.200507,0.557823,0.45312,0.397606,0.485203,0.38255,0.521865,0.349544,0.270227,0.478603,0.127716,0.400902,0.383581,0.405575,0.438111,0.443809,0.427923,0.205515,0.443737,0
0.576561,0.661273,0,0.413546,0.676327,0.294296,0.178067,0.337682,0.065637,0.117188,0.337479,0.878929,0.666571,0.358024,0.164145,0.02086,0.337248,0.026286,0.548558,0.675138,0.293334,0.257431,0.523817,0.614199,0.254676,0.738018,0.619628,0.647698,0.146185,0.336962,0.599972,0.256458,0.390406,0.569476,0.472541,0.464512,0.266562,0.424376,0.163706,0.266467,0
0.601275,0.63873,0,0.386019,0.656965,0.375403,0.291873,0.353325,0.215135,0.188257,0.353113,0.807496,0.621642,0.372591,0.186257,0.108203,0.352871,0.114581,0.528744,0.644482,0.33229,0.296894,0.503084,0.525376,0.296074,0.664513,0.519462,0.615521,0.239513,0.25752,0.590048,0.263061,0.348022,0.533404,0.488356,0.379627,0.104437,0.351946,0.147537,0.104702,0
