@relation Dataset_T2_40d_REL_BIN-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute wavelet_HLL_glcm_Imc1 numeric
@attribute wavelet_HLL_glcm_Imc2 numeric
@attribute original_ngtdm_Coarseness numeric
@attribute wavelet_HLL_glrlm_LongRunEmphasis numeric
@attribute wavelet_HLL_glcm_Correlation numeric
@attribute wavelet_HLL_glrlm_ShortRunEmphasis numeric
@attribute original_glszm_LowGrayLevelZoneEmphasis numeric
@attribute wavelet_HLL_glcm_InverseVariance numeric
@attribute original_glszm_SizeZoneNonUniformityNormalized numeric
@attribute wavelet_LLH_glcm_Correlation numeric
@attribute wavelet_HLL_glcm_DifferenceAverage numeric
@attribute wavelet_LLH_glcm_InverseVariance numeric
@attribute wavelet_HLL_glrlm_RunEntropy numeric
@attribute wavelet_HLL_glrlm_RunVariance numeric
@attribute wavelet_LLH_glrlm_RunEntropy numeric
@attribute wavelet_LLH_glcm_Imc2 numeric
@attribute wavelet_HLL_glcm_Contrast numeric
@attribute wavelet_LLH_glcm_MCC numeric
@attribute wavelet_HLL_glcm_MCC numeric
@attribute wavelet_HLL_gldm_LargeDependenceEmphasis numeric
@attribute wavelet_HLL_glrlm_RunPercentage numeric
@attribute wavelet_HLL_glrlm_RunLengthNonUniformityNormalized numeric
@attribute wavelet_HLL_glcm_ClusterTendency numeric
@attribute log_sigma_2_0_mm_3D_firstorder_Skewness numeric
@attribute wavelet_LLH_gldm_LargeDependenceEmphasis numeric
@attribute wavelet_LLH_gldm_DependenceNonUniformityNormalized numeric
@attribute log_sigma_2_5_mm_3D_firstorder_Skewness numeric
@attribute wavelet_LLH_glrlm_RunPercentage numeric
@attribute wavelet_LLH_gldm_DependenceVariance numeric
@attribute wavelet_LLL_glrlm_ShortRunLowGrayLevelEmphasis numeric
@attribute wavelet_LLH_glrlm_RunLengthNonUniformityNormalized numeric
@attribute wavelet_HLL_gldm_SmallDependenceEmphasis numeric
@attribute wavelet_HHL_glrlm_LongRunEmphasis numeric
@attribute log_sigma_2_0_mm_3D_glcm_Imc1 numeric
@attribute wavelet_HLL_glcm_DifferenceEntropy numeric
@attribute log_sigma_1_5_mm_3D_firstorder_Skewness numeric
@attribute original_glcm_Correlation numeric
@attribute wavelet_HHL_glrlm_LongRunHighGrayLevelEmphasis numeric
@attribute wavelet_HLL_firstorder_RobustMeanAbsoluteDeviation numeric
@attribute original_glcm_MCC numeric
@attribute label {0,1}

@data
0.705921,0.554688,1,0.345098,0.582209,0.606734,1,0.4286,1,0.370439,0.428343,0.615236,0.569987,0.39949,0.404879,0.289123,0.42805,0.298659,0.452244,0.609078,0.393586,0.419278,0.449167,0.37418,0.459029,0.692476,0.466481,0.447384,0.271851,0.812816,0.410016,0.651664,0.100548,0.586732,0.570896,0.247268,1,0.1162,0.015849,1,1
0.751426,0.508645,1,0.257623,0.543279,0.644647,1,0.4572,1,0.324746,0.456926,0.643696,0.512879,0.292926,0.320302,0.249944,0.456613,0.247757,0.412406,0.558512,0.442748,0.457169,0.40381,0.304519,0.42324,0.500209,0.370843,0.49677,0.363624,0.816293,0.460008,0.61109,0.028024,0.536778,0.597671,0.17532,1,0.026967,0.01,1,1
0.473714,0.723741,0,0.490931,0.734558,0.286754,0.557421,0.286693,0.454955,0.201839,0.286521,0.808608,0.702428,0.446075,0.195798,0.117056,0.286325,0.110836,0.608147,0.704267,0.272151,0.229414,0.580261,0.528545,0.303906,0.451473,0.513162,0.62278,0.354299,0.646188,0.582339,0.182615,0.233208,0.387115,0.400024,0.482094,0.096097,0.249553,0.168609,0.096197,1
0.465116,0.735767,1,0.533758,0.744386,0.333556,1,0.277223,1,0.238255,0.277057,0.767275,0.711157,0.535036,0.236376,0.157143,0.276867,0.151405,0.618205,0.72133,0.263764,0.24015,0.588142,0.496007,0.334529,0.523719,0.523895,0.589841,0.355297,0.731664,0.55008,0.352649,0.205637,0.405365,0.393568,0.394284,1,0.228404,0.138844,1,1
0.251678,0.864789,0,0.833331,0.865592,0.173577,0.557421,0.158592,0.454955,0.128223,0.158497,0.884787,0.853337,0.836645,0.143099,0.056684,0.158389,0.052655,0.742238,0.857123,0.13763,0.11916,0.682811,0.441312,0.239953,0.654188,0.389001,0.670899,0.197112,0.697536,0.626559,0.133504,0.228655,0.450285,0.230478,0.419849,0.07684,0.229723,0.198154,0.077033,1
0.403708,0.775528,1,0.604109,0.781264,0.23267,1,0.240003,1,0.265895,0.239859,0.743022,0.762644,0.573442,0.285458,0.182866,0.239695,0.182196,0.655943,0.769145,0.215934,0.182872,0.614722,0.280396,0.361879,0.523861,0.326879,0.557812,0.33501,0.742691,0.518826,0.144382,0.272946,0.507319,0.345411,0.203799,1,0.286478,0.168304,1,1
0.429916,0.757233,0,0.536438,0.764806,0.234066,0.557421,0.253758,0.454955,0.319877,0.253605,0.691541,0.748136,0.475314,0.316301,0.246408,0.253432,0.242333,0.639101,0.75004,0.228333,0.192986,0.597375,0.190797,0.392247,0.618375,0.225364,0.516768,0.269029,0.691479,0.471941,0.138127,0.250037,0.422984,0.36294,0.106139,0.051265,0.289388,0.169857,0.051381,1
0.270832,0.862412,0,0.751306,0.862474,0.280353,0.203358,0.150941,0.106126,0.302169,0.15085,0.693355,0.847193,0.742364,0.296903,0.21574,0.150747,0.230557,0.739047,0.856287,0.148703,0.144407,0.657182,0.886928,0.373661,0.759814,0.829063,0.536191,0.267377,0.256185,0.507297,0.321801,0.208331,0.32339,0.232118,0.836455,0.242182,0.235921,0.101454,0.242084,1
0.258926,0.876465,0,0.795767,0.873814,0.330217,0.188605,0.143606,0.031031,0.268257,0.14352,0.730725,0.877121,0.823871,0.261628,0.22373,0.143422,0.235575,0.750652,0.88243,0.130808,0.154122,0.673765,0.69878,0.34318,0.960203,0.736621,0.553115,0.152446,0.303704,0.527166,0.308554,0.193904,0.30323,0.227358,0.557235,0.457118,0.194486,0.088488,0.457048,1
0.426213,0.769062,0,0.642901,0.773903,0.356921,0.213193,0.244662,0.057947,0.305985,0.244515,0.696794,0.784022,0.663293,0.359536,0.209441,0.244347,0.226857,0.64841,0.79361,0.205641,0.202197,0.603603,0.685476,0.402161,0.858731,0.769326,0.5026,0.240981,0.289743,0.465967,0.347656,0.249841,0.498777,0.359616,0.507358,0.194778,0.23708,0.070769,0.194674,1
0.564503,0.672473,0,0.461709,0.686069,0.470066,0.291873,0.328197,0.127928,0.27248,0.328,0.724522,0.674047,0.490347,0.285786,0.170398,0.327775,0.189532,0.558527,0.696665,0.302267,0.297889,0.531264,0.610135,0.365399,0.926713,0.767553,0.54008,0.231081,0.243749,0.520998,0.440614,0.129525,0.467597,0.463221,0.348652,0.125856,0.149625,0.042168,0.126259,1
0.539067,0.693093,0,0.495454,0.70446,0.496017,0.262368,0.308506,0.091592,0.345971,0.308321,0.639689,0.691915,0.532393,0.37696,0.261026,0.30811,0.271402,0.577347,0.719248,0.284691,0.309765,0.542377,0.256657,0.443726,0.635093,0.315517,0.475763,0.36676,0.325301,0.449728,0.442635,0.1715,0.469738,0.441936,0.169285,0.595384,0.180438,0.051695,0.595332,1
0.602543,0.636949,1,0.391624,0.65526,0.380066,1,0.358395,1,0.062413,0.35818,0.944198,0.638339,0.365546,0.082485,0.040397,0.357935,0.038376,0.526999,0.654383,0.323744,0.287716,0.508024,0.911608,0.192253,0.774791,0.875172,0.710458,0.102925,0.759597,0.654146,0.312593,0.208704,0.359821,0.492809,0.837347,1,0.249399,0.104228,1,0
0.673241,0.576997,1,0.342451,0.602307,0.385515,1,0.412915,1,0.102661,0.412667,0.90962,0.593675,0.329116,0.150995,0.034297,0.412385,0.033052,0.472811,0.603423,0.363341,0.322853,0.471542,0.886855,0.233035,0.749599,0.918345,0.668886,0.127987,0.767376,0.61105,0.211375,0.275995,0.37912,0.549561,0.702393,1,0.303421,0.11871,1,0
0.703814,0.560182,1,0.296156,0.586075,0.413151,1,0.429483,1,0.138028,0.429225,0.869624,0.585456,0.26692,0.180245,0.038974,0.428931,0.03975,0.456201,0.595407,0.373899,0.329042,0.460045,0.761801,0.269556,0.752999,0.861012,0.632121,0.150852,0.79083,0.582473,0.242449,0.222445,0.49403,0.573552,0.527427,1,0.240145,0.095517,1,0
0.670763,0.584788,1,0.344033,0.608333,0.413447,1,0.406748,1,0.153274,0.406504,0.858668,0.612537,0.327659,0.17766,0.105554,0.406225,0.099128,0.478978,0.621668,0.35065,0.313997,0.475776,0.658679,0.268845,0.827647,0.736662,0.622938,0.078453,0.870397,0.579099,0.364648,0.212618,0.446628,0.547391,0.474916,1,0.230896,0.100215,1,0
0.729727,0.51783,0,0.281782,0.550173,0.449896,0.557421,0.455407,0.454955,0.168202,0.456123,0.827872,0.548435,0.269913,0.179331,0.089986,0.456939,0.074262,0.421234,0.560365,0.403924,0.367272,0.421333,0.556161,0.301231,0.635235,0.495179,0.605319,0.205718,0.641658,0.574019,0.308826,0.25129,0.283113,0.594601,0.49503,0.139982,0.280459,0.110676,0.140169,0
0.63363,0.616282,1,0.271177,0.636191,0.48714,1,0.377718,1,0.144097,0.377492,0.855774,0.552479,0.26674,0.057927,0.089137,0.377233,0.079501,0.507485,0.575343,0.405746,0.371388,0.494112,0.794833,0.203152,0.643956,0.795731,0.707665,0.169181,0.780347,0.64856,0.506464,0.093938,0.413622,0.517103,0.733329,1,0.11423,0.090894,1,0
0.617021,0.623729,1,0.285069,0.643344,0.450732,1,0.375839,1,0.154124,0.375613,0.847257,0.561794,0.269277,0.089419,0.132565,0.375356,0.126006,0.514805,0.586222,0.39479,0.349437,0.508772,0.91495,0.218598,0.661843,0.868372,0.689957,0.164969,0.806145,0.626506,0.442975,0.139004,0.541281,0.509396,0.811076,1,0.145603,0.116228,1,0
0.59029,0.621973,1,0.385674,0.584587,0.482269,1,0.399122,1,0.088929,0.428857,0.918835,0.604315,0.424853,0.06356,0.024389,0.462796,0.022803,0.61274,0.577589,0.405341,0.372194,0.521557,0.911773,0.187788,0.714826,0.907262,0.721595,0.14667,0.901185,0.659416,0.347938,0.217998,0.466578,0.653369,0.825031,1,0.235051,0.14235,1,0
0.63619,0.588967,1,0.347634,0.587891,0.466695,1,0.414871,1,0.112716,0.427429,0.889915,0.592588,0.354292,0.101192,0.016636,0.441762,0.015287,0.552087,0.577801,0.398661,0.364893,0.48911,0.860388,0.220592,0.736994,0.823334,0.683912,0.137484,0.888431,0.636026,0.328834,0.237769,0.538478,0.603384,0.808896,1,0.254763,0.150096,1,0
0.610161,0.63535,0.000002,0.340674,0.653049,0.416577,0.557421,0.36175,0.454955,0.232642,0.361533,0.770158,0.616503,0.318281,0.200231,0.158075,0.361285,0.145151,0.524737,0.633857,0.344233,0.315977,0.508163,0.645853,0.312212,0.645328,0.610672,0.592986,0.202083,0.79015,0.545491,0.283382,0.217471,0.498137,0.499638,0.580326,0.307749,0.251889,0.13514,0.000003,0
0.610788,0.633617,0,0.353849,0.652133,0.425042,0.409894,0.356588,0.273273,0.062331,0.356375,0.944701,0.598246,0.346957,0.074928,0.155665,0.35613,0.160128,0.523799,0.626027,0.35461,0.321707,0.496749,0.623586,0.175448,0.705767,0.671542,0.740572,0.183237,0.474733,0.685835,0.39393,0.157981,0.364754,0.494189,0.489583,0.192408,0.178406,0.120572,0.192805,1
0.557914,0.647268,0,0.500245,0.607913,0.467013,0.241293,0.370789,0.332598,0.141867,0.400397,0.843583,0.680663,0.559196,0.190175,0.080977,0.434191,0.093905,0.666007,0.637619,0.347454,0.346223,0.531156,0.579341,0.279799,0.74088,0.596037,0.627371,0.197255,0.558485,0.600007,0.35349,0.349109,0.5313,0.623314,0.510874,0.052724,0.359637,0.193519,0.053644,1
0.484182,0.700561,0,0.514188,0.611651,0.429743,0.291873,0.350011,0.127928,0.180931,0.403017,0.802841,0.708718,0.56556,0.231064,0.07767,0.463517,0.087544,0.73489,0.637121,0.346161,0.326149,0.598308,0.454542,0.316545,0.573548,0.527409,0.603989,0.316973,0.492169,0.573621,0.325344,0.294613,0.52294,0.678398,0.341886,0.221489,0.34009,0.188024,0.221603,1
0.43105,0.755723,0,0.458863,0.581765,0.437749,0.241293,0.341968,0.332598,0.17208,0.438256,0.813687,0.736674,0.493415,0.194937,0.09021,0.548158,0.092518,0.812979,0.626017,0.355024,0.331951,0.678442,0.155909,0.305505,0.563358,0.16912,0.613813,0.301561,0.409308,0.56426,0.453106,0.290965,0.327092,0.812859,0.071013,0.271572,0.305915,0.178082,0.271478,1
0.560487,0.674657,0,0.367425,0.688098,0.375979,0.336131,0.326634,0.318694,0.167191,0.326438,0.832341,0.623307,0.338392,0.12739,0.109294,0.326215,0.101601,0.560603,0.647361,0.332704,0.293016,0.533786,0.710051,0.256404,0.574931,0.786267,0.662511,0.266746,0.570232,0.607636,0.402365,0.19989,0.415275,0.460677,0.484098,0.445853,0.232185,0.156907,0.445781,0
0.53715,0.682877,0,0.39522,0.697155,0.339619,0.409894,0.317133,0.273273,0.166191,0.316943,0.831292,0.642854,0.347277,0.155516,0.140665,0.316726,0.136568,0.569872,0.664207,0.313659,0.274567,0.539562,0.575022,0.26082,0.647659,0.753199,0.650462,0.214702,0.713056,0.586018,0.302448,0.207938,0.566587,0.442158,0.340385,0.111241,0.219833,0.182437,0.111456,0
0.609214,0.632141,1,0.33444,0.650761,0.370015,1,0.364851,1,0.217587,0.364632,0.789356,0.612136,0.285762,0.217845,0.130788,0.364383,0.12838,0.522395,0.625303,0.346657,0.305409,0.507973,0.540529,0.308177,0.611913,0.66114,0.604032,0.251177,0.756376,0.545762,0.235959,0.305108,0.683496,0.499814,0.364772,1,0.317377,0.163112,1,0
0.608087,0.633437,1,0.342977,0.65166,0.406765,1,0.366595,1,0.213395,0.366375,0.796552,0.599567,0.324958,0.198433,0.124407,0.366124,0.12371,0.523315,0.615397,0.360992,0.317956,0.513455,0.331141,0.295398,0.573901,0.446851,0.623087,0.289324,0.774545,0.57733,0.314764,0.215461,0.457579,0.501578,0.234543,1,0.218327,0.132561,1,0
0.599913,0.638653,1,0.34067,0.657201,0.429964,1,0.351664,1,0.263294,0.351453,0.731999,0.598274,0.326451,0.215165,0.177977,0.351212,0.179298,0.528985,0.622514,0.360407,0.333299,0.500555,0.511007,0.337166,0.54674,0.592674,0.587901,0.361873,0.616001,0.548078,0.375185,0.227283,0.431933,0.48581,0.362173,1,0.259379,0.134359,1,0
0.288579,0.803428,1,0.817425,0.816792,0.128263,1,0.202125,1,0.235572,0.202004,0.739071,0.738531,0.808488,0.235419,0.150575,0.201866,0.151139,0.692299,0.78423,0.19768,0.173587,0.636353,0.499514,0.342466,0.523442,0.579888,0.572148,0.287686,0.792201,0.503344,0.166046,0.175184,0.62933,0.254151,0.311286,1,0.183822,0.159905,1,1
0.362713,0.761355,0.000001,0.69846,0.776703,0.192165,0.557421,0.24129,0.454955,0.266296,0.241145,0.686743,0.703798,0.686128,0.27769,0.184804,0.24098,0.182643,0.651276,0.742035,0.238183,0.209501,0.604515,0.525835,0.394827,0.411032,0.635575,0.534554,0.422384,0.611196,0.500094,0.201681,0.137415,0.542852,0.310577,0.326812,0.000059,0.155269,0.165348,0.000036,1
0.343181,0.779047,1,0.728487,0.743081,0.201589,1,0.247644,1,0.226664,0.272208,0.763977,0.784577,0.723682,0.265245,0.133938,0.300245,0.138492,0.7212,0.750019,0.231226,0.196304,0.638263,0.475272,0.341639,0.571314,0.524482,0.570098,0.266016,0.50442,0.525401,0.226855,0.264525,0.576545,0.436406,0.299062,1,0.298903,0.197742,1,1
0.609878,0.606702,0,0.426152,0.574486,0.447173,0.557421,0.402941,0.454955,0.186022,0.431632,0.790447,0.640138,0.472012,0.22296,0.087091,0.464381,0.093216,0.591146,0.597156,0.380066,0.353315,0.498993,0.483052,0.32535,0.612599,0.509394,0.587942,0.268825,0.520534,0.551795,0.316377,0.288923,0.580769,0.65559,0.313224,0.103871,0.289917,0.134829,0.104111,1
0.470609,0.705517,0,0.440412,0.653436,0.367132,0.225487,0.309412,0.080236,0.299828,0.345129,0.660571,0.690188,0.417281,0.257332,0.226305,0.385897,0.219998,0.717046,0.643843,0.335459,0.305235,0.564227,0.268053,0.391885,0.411234,0.315521,0.534365,0.397738,0.383409,0.486179,0.332479,0.184379,0.822266,0.571989,0.162282,0.243512,0.218143,0.190504,0.243414,1
0.523379,0.691911,0,0.508838,0.707799,0.424519,0.409894,0.278026,0.273273,0.205954,0.277859,0.792885,0.680399,0.520933,0.20867,0.22383,0.277668,0.241474,0.580764,0.720324,0.27594,0.270817,0.494537,0.885446,0.295567,0.688883,0.751938,0.618692,0.258635,0.410373,0.586729,0.5036,0.105542,0.037792,0.40126,0.918567,0.118647,0.12408,0.05787,0.119096,0
0.566153,0.670201,0.000001,0.431254,0.685546,0.42934,0.557421,0.311212,0.454955,0.197152,0.311025,0.79768,0.674693,0.408291,0.215557,0.140431,0.310812,0.152898,0.557992,0.704827,0.288904,0.273431,0.498632,0.871397,0.300162,0.790327,0.795685,0.602887,0.179469,0.477594,0.571219,0.435603,0.143648,0.320203,0.446264,0.771494,0.000053,0.185804,0.051497,0.000042,0
0.555677,0.676468,1,0.510757,0.690984,0.452017,1,0.312279,1,0.227094,0.312092,0.767583,0.686417,0.545748,0.267727,0.115082,0.311878,0.138971,0.563556,0.717572,0.28193,0.276383,0.514672,0.669334,0.334919,0.87023,0.721403,0.569819,0.210863,0.57465,0.536477,0.497581,0.138025,0.401938,0.444982,0.467199,1,0.158167,0.040667,1,0
0.57736,0.664224,1,0.448587,0.67888,0.471262,1,0.328597,1,0.243264,0.3284,0.751313,0.673254,0.461411,0.261326,0.141138,0.328175,0.157029,0.551171,0.697806,0.29833,0.296863,0.514073,0.714909,0.343678,0.86638,0.736839,0.558534,0.196561,0.533355,0.52996,0.510466,0.162297,0.345028,0.46654,0.560918,1,0.239776,0.039527,1,0
0.644583,0.60765,1,0.380441,0.630075,0.521915,1,0.361381,1,0.251112,0.361164,0.724555,0.615788,0.403591,0.257464,0.164868,0.360917,0.165727,0.501227,0.656144,0.338593,0.341002,0.45048,0.495896,0.359297,0.626755,0.624784,0.548571,0.24603,0.431881,0.51074,0.505464,0.118569,0.483971,0.503667,0.258408,1,0.169846,0.037452,1,0
0.923438,0.048465,0,0.02631,0.030675,0.962874,0.203358,0.974932,0.14973,0.759659,0.975872,0.254009,0.031241,0.027806,0.631652,0.760092,0.976946,0.732257,0.034302,0.026704,0.962753,0.964081,0.03342,0.651044,0.721194,0.185317,0.744096,0.228715,0.626024,0.469302,0.189885,0.887608,0.809337,0.747023,0.755878,0.494192,0.296687,0.762919,0.854789,0.296597,0
0.890815,0.081926,0,0.059733,0.039767,0.922084,0.241293,0.964011,0.065637,0.879505,0.970158,0.136549,0.060398,0.033413,0.783569,0.883775,0.977174,0.865767,0.08641,0.040505,0.944838,0.955756,0.051118,0.558293,0.834674,0.166919,0.610189,0.123251,0.660169,0.4673,0.104267,0.776849,0.889766,0.614256,0.765398,0.456621,0.261073,0.87637,1,0.260978,0
0.897568,0.06434,0,0.101147,0.040097,0.947731,0.164017,0.968327,0.118507,0.967483,0.969786,0.049768,0.075263,0.089272,0.903019,0.970683,0.971451,0.963775,0.077711,0.056921,0.932439,0.947537,0.045252,0.379482,0.93315,0.182747,0.456926,0.034505,0.695225,0.526996,0.02397,0.800567,0.886101,0.870772,0.741153,0.344094,0.28068,0.900629,0.98905,0.280587,0
0.895404,0.1009,0,0.060873,0.00528,0.98548,0.188605,1,0.137012,0.86413,1,0.153576,0.022157,0.050135,0.754758,0.866321,1,0.848639,0.080257,0.015147,0.976013,1,0.011479,0.43026,0.821841,0.180852,0.499888,0.13605,0.664637,0.396197,0.09909,0.820377,0.841567,0.706486,0.727393,0.352964,0.165527,0.831317,0.995684,0.166312,0
0.887104,0.033267,0,0.128746,0.09034,0.91427,0.161429,0.916397,0.033715,0.923194,0.915938,0.08862,0.091753,0.117983,0.790874,0.927223,0.915415,0.914437,0.036696,0.082327,0.905379,0.905988,0.076589,0.187661,0.85497,0.195695,0.21499,0.100324,0.630099,0.488539,0.077795,0.850855,0.804961,0.807925,0.717673,0.157162,0.409149,0.824608,0.942497,0.409073,0
0.408161,0.769039,0,0.509602,0.776105,0.253378,0.336131,0.243575,0.182432,0.116653,0.243429,0.890239,0.72036,0.453469,0.079671,0.10869,0.243262,0.09884,0.650664,0.730464,0.250587,0.207213,0.607788,0.249416,0.2102,0.604677,0.225787,0.706013,0.213113,0.32375,0.641134,0.178765,0.213855,0.402062,0.347208,0.267402,0.145711,0.258475,0.178496,0.145904,1
0.332999,0.817137,0,0.634748,0.820597,0.224503,0.557421,0.201731,0.454955,0.137178,0.20161,0.866984,0.785027,0.582763,0.109265,0.083329,0.201472,0.075372,0.696194,0.79643,0.194445,0.160592,0.645768,0.298661,0.236565,0.632329,0.317775,0.672054,0.178639,0.412632,0.63146,0.265104,0.236849,0.551428,0.291567,0.236375,0.038473,0.285098,0.185339,0.038532,1
0.389208,0.779723,1,0.602075,0.786116,0.222513,1,0.236292,1,0.13099,0.23615,0.874929,0.750474,0.563305,0.1533,0.103403,0.235989,0.10408,0.660908,0.76417,0.218241,0.182932,0.620616,0.24626,0.243568,0.680213,0.308486,0.666951,0.197282,0.591791,0.594632,0.207802,0.248871,0.608388,0.335497,0.151741,1,0.253486,0.165426,1,1
0.550528,0.671349,1,0.426211,0.686599,0.362921,1,0.333337,1,0.094542,0.333137,0.919751,0.636191,0.415462,0.091311,0.020235,0.332909,0.028686,0.55907,0.660362,0.318763,0.289841,0.542225,0.237418,0.19273,0.883058,0.289682,0.707345,0.084566,0.710762,0.668659,0.221756,0.222722,0.654644,0.458403,0.176788,1,0.238331,0.137504,1,1
0.604989,0.638032,1,0.32667,0.655565,0.413321,1,0.360498,1,0.163077,0.360282,0.829833,0.603157,0.29803,0.152211,0.068939,0.360035,0.068635,0.527312,0.626033,0.35264,0.317353,0.512453,0.261463,0.263164,0.684687,0.229186,0.647071,0.208704,0.614675,0.587636,0.255824,0.207142,0.590751,0.496978,0.221618,1,0.228211,0.131646,1,1
0.644532,0.594095,1,0.354955,0.619514,0.42704,1,0.380575,1,0.196093,0.380346,0.811796,0.57625,0.353336,0.221855,0.148129,0.380086,0.159252,0.49042,0.608197,0.370494,0.325415,0.458324,0.585206,0.287313,0.558406,0.645157,0.628945,0.26806,0.831143,0.560999,0.33094,0.165077,0.280209,0.512977,0.382039,1,0.209427,0.08737,1,0
0.692915,0.563302,1,0.299272,0.590266,0.478665,1,0.417604,1,0.149218,0.417353,0.849537,0.567976,0.293187,0.210358,0.05078,0.417067,0.062265,0.460489,0.587516,0.38996,0.358085,0.450111,0.631409,0.294672,0.461395,0.643314,0.640769,0.412021,0.741891,0.614231,0.319889,0.179838,0.052476,0.558025,0.522728,1,0.200421,0.080748,1,0
0.667,0.579137,1,0.34643,0.605283,0.441161,1,0.401156,1,0.160919,0.400915,0.8272,0.590585,0.340638,0.220714,0.107971,0.400641,0.123267,0.475857,0.612462,0.365728,0.327386,0.458912,0.53077,0.311391,0.605658,0.598631,0.612946,0.341738,0.865685,0.604614,0.301735,0.159371,0.337273,0.536631,0.36364,1,0.170619,0.078484,1,0
0.657568,0.563869,1,0.377106,0.595439,0.433107,1,0.408089,1,0.230588,0.407844,0.757347,0.584587,0.378053,0.279299,0.136914,0.407565,0.145077,0.465783,0.599216,0.374558,0.336096,0.447048,0.365758,0.349561,0.608457,0.419556,0.562136,0.269723,0.958436,0.516795,0.339984,0.21398,0.491173,0.527389,0.242339,1,0.240183,0.099486,1,0
0.594285,0.623323,1,0.363479,0.587272,0.477168,1,0.386752,1,0.350837,0.413923,0.596463,0.636305,0.378154,0.363665,0.289937,0.444936,0.276823,0.757794,0.604942,0.373728,0.351111,0.496989,0.372569,0.48524,0.326315,0.331449,0.44737,0.478817,0.464801,0.433216,0.385702,0.182692,0.319548,0.639774,0.277722,1,0.21454,0.126255,1,0
0.662467,0.59123,1,0.26673,0.614166,0.468026,1,0.400353,1,0.152998,0.400113,0.829565,0.559405,0.246078,0.135836,0.112195,0.399839,0.111546,0.484947,0.57915,0.400704,0.352276,0.479056,0.625363,0.254436,0.617483,0.663231,0.65636,0.206851,0.929883,0.588737,0.466834,0.076607,0.49984,0.540351,0.575925,1,0.102316,0.071588,1,0
0.653861,0.587245,1,0.341264,0.612575,0.404831,1,0.398899,1,0.079487,0.398659,0.911865,0.589719,0.327705,0.092306,0.085418,0.398386,0.076851,0.483319,0.605522,0.368231,0.318197,0.472504,0.588042,0.21481,0.681199,0.619041,0.690391,0.138141,0.907301,0.641235,0.294357,0.124837,0.449298,0.530914,0.502505,1,0.137644,0.082319,1,0
0.703074,0.543023,1,0.313986,0.573929,0.477104,1,0.437392,1,0.034707,0.43713,0.957508,0.555869,0.322358,0.074091,0.113233,0.43683,0.109467,0.443771,0.576254,0.401899,0.357034,0.444152,0.570448,0.188452,0.696676,0.559232,0.721153,0.14878,0.891904,0.673194,0.441634,0.119346,0.478379,0.569605,0.477569,1,0.142806,0.063249,1,0
0.703766,0.554163,1,0.29359,0.582125,0.439354,1,0.426723,1,0.100045,0.426467,0.872872,0.564996,0.27816,0.162363,0.027613,0.426175,0.033241,0.452158,0.58274,0.38942,0.345312,0.446121,0.612561,0.26887,0.572904,0.623728,0.651207,0.283685,0.814612,0.615369,0.418526,0.19485,0.280827,0.567652,0.525153,1,0.214468,0.068082,1,0
0.622581,0.617964,0,0.367503,0.63914,0.414489,0.557421,0.370004,0.454955,0.146241,0.369782,0.829743,0.614314,0.353567,0.150415,0.12289,0.369529,0.11824,0.510503,0.635297,0.34549,0.308808,0.487981,0.599431,0.278524,0.613874,0.635363,0.630913,0.212921,0.72915,0.592769,0.329822,0.198423,0.434194,0.504039,0.508808,0.076745,0.220272,0.102461,0.077098,0
0.687245,0.563112,1,0.270317,0.590531,0.450322,1,0.422554,1,0.07845,0.4223,0.929396,0.527009,0.265969,0.047388,0.020862,0.422011,0.019165,0.46076,0.548833,0.424064,0.368685,0.459143,0.751693,0.17623,0.702743,0.749975,0.739468,0.181637,0.729204,0.679964,0.273749,0.16242,0.203417,0.55854,0.666009,1,0.176192,0.086044,1,0
0.718455,0.537616,1,0.268208,0.567865,0.483346,1,0.445242,1,0.079456,0.444975,0.924446,0.535087,0.265256,0.109972,0.072357,0.44467,0.072664,0.437566,0.555477,0.419259,0.375765,0.442659,0.697122,0.207963,0.657498,0.656536,0.705021,0.188384,0.751276,0.66227,0.328405,0.165278,0.277471,0.583089,0.650127,1,0.202311,0.08182,1,0
0.631027,0.609242,1,0.381085,0.631418,0.388366,1,0.382458,1,0.109917,0.382229,0.893612,0.621248,0.364578,0.155861,0.025098,0.381967,0.031939,0.502601,0.633826,0.342473,0.295684,0.490589,0.364576,0.241556,0.780757,0.409304,0.66353,0.156774,0.750785,0.623781,0.303911,0.17632,0.345228,0.515267,0.223409,1,0.185444,0.088924,1,0
0.677116,0.580917,0.000001,0.326624,0.60471,0.412757,0.557421,0.410587,0.454955,0.127989,0.41034,0.880714,0.601946,0.302535,0.180536,0.066396,0.410059,0.068616,0.47527,0.613522,0.359683,0.31573,0.473342,0.353883,0.258413,0.771993,0.356462,0.643779,0.147352,0.701401,0.59729,0.280506,0.214858,0.42146,0.552454,0.292801,0.03851,0.246952,0.092943,0.038497,0
0.666537,0.587282,0,0.282668,0.610503,0.388702,0.336131,0.407399,0.182432,0.240865,0.407154,0.761641,0.582771,0.237994,0.233138,0.16393,0.406875,0.154312,0.481198,0.594312,0.372966,0.321387,0.482201,0,0.340494,0.606612,0.025159,0.568688,0.246552,0.413769,0.53805,0.306587,0.222099,0.400876,0.546737,0,0.149007,0.220847,0.121277,0.149218,0
